lexical_id,entry_id,word,word_with_airab_or_variant,part_of_speech,domain,definition,language_direction,source_dictionary,normalized_word,normalized_definition,extra,publisher,publisher_url,prepared_by
slx_ee4bd61cde6fe0b5,557,بقايا,بقايا:,,Arabic → Sindhi,بچت، پاڇي، رھيل رقم.,arabic,Arabic → Sindhi,بقايا,بچت پاڇي رھيل رقم,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_2388d128c3503b3a,558,بقره,بَقره:,,Arabic → Sindhi,ڳئون، وھڙو، قرآن مجيد جي ھڪ سورة.,arabic,Arabic → Sindhi,بقره,ڳئون وھڙو قرآن مجيد جي ھڪ سورة,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_eb0f97e93b7b19b7,559,بقر عيد,بقر عيد:,,Arabic → Sindhi,عيدالاضحيٰ، حج واري عيد.,arabic,Arabic → Sindhi,بقر عيد,عيدالاضحي حج واري عيد,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_de21664953baca10,560,بقعة,بُقعة:,,Arabic → Sindhi,ھنڌ، ماڳ.,arabic,Arabic → Sindhi,بقعة,ھنڌ ماڳ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_ad847a3432139f2e,561,بقعة النور,بقعة النور:,,Arabic → Sindhi,نور وانگر نھايت روشن ھنڌ.,arabic,Arabic → Sindhi,بقعة النور,نور وانگر نھايت روشن ھنڌ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_4ed882e3e365277d,562,بقية,بقية:,,Arabic → Sindhi,باقي رھيل حصھ، بچت.,arabic,Arabic → Sindhi,بقية,باقي رھيل حصھ بچت,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_4c5ae426a9ccde95,563,بڪاء,بُڪاء:,,Arabic → Sindhi,روڄ راڙو، روئڻ,arabic,Arabic → Sindhi,بڪاء,روڄ راڙو روئڻ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_5c7198d02d17a1ab,564,بلا,بلا:,,Arabic → Sindhi,بلاء جو مسند آفت، مصيبت، زحمت، جن چالاڪ.,arabic,Arabic → Sindhi,بلا,بلاء جو مسند آفت مصيبت زحمت جن چالاڪ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_55144ba9ab2c3092,565,بلاغت,بلاغت:,,Arabic → Sindhi,ڪلام جي سڀني خوبين ۽ معنائن جي ادائگي، خوش گفتاري سيکاريندڙ ڪلام،(ھن جون شاخون) معاني بيان بديع.,arabic,Arabic → Sindhi,بلاغت,ڪلام جي سڀني خوبين معنائن جي ادائگي خوش گفتاري سيکاريندڙ ڪلام ھن جون شاخون معاني بيان بديع,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_ef7642f9fc640945,566,بلبل,بلبل:,,Arabic → Sindhi,مشھور، ننڍڙو، سٺو، ڳائيندڙ پکي، ڀوري، عندليب.,arabic,Arabic → Sindhi,بلبل,مشھور ننڍڙو سٺو ڳائيندڙ پکي ڀوري عندليب,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_e5f49821fcc7edc4,567,بلدية,بلدية:,,Arabic → Sindhi,شھري انتظام ھلائڻ جي ميونسپالٽي جماعت، ميونسپل,arabic,Arabic → Sindhi,بلدية,شھري انتظام ھلائڻ جي ميونسپالٽي جماعت ميونسپل,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_cd149c5e4f77749e,568,بلغم,بلغم:,,Arabic → Sindhi,ڦڦڙن جو پيدا ٿيندڙ خلط کانگھارو.,arabic,Arabic → Sindhi,بلغم,ڦڦڙن جو پيدا ٿيندڙ خلط کانگھارو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_f986f48139b7dc69,569,بله,بَله:,noun,Arabic → Sindhi,(اسم مصدر) بيوقوف ٿيڻ.,arabic,Arabic → Sindhi,بله,اسم مصدر بيوقوف ٿيڻ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_e13208f29030ba07,570,بلوغت,بلوغت:,,Arabic → Sindhi,بالغ ٿيڻ جو زمانو، جواني.,arabic,Arabic → Sindhi,بلوغت,بالغ ٿيڻ جو زمانو جواني,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_eb83fe5344bf72bc,571,بليٰ,بليٰ:,,Arabic → Sindhi,ھائو، واھ، خوب، مار.,arabic,Arabic → Sindhi,بلي,ھائو واھ خوب مار,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_55b98ff94dfcbd8c,572,بليغ,بليغ:,,Arabic → Sindhi,خوش ڪلام، خوش بيان ادبي زبان جو ماھر.,arabic,Arabic → Sindhi,بليغ,خوش ڪلام خوش بيان ادبي زبان جو ماھر,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_b3ac616792b3b7bb,573,بمع,بَمع:,,Arabic → Sindhi,گڏ سميت، ساڻ.,arabic,Arabic → Sindhi,بمع,گڏ سميت ساڻ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_0fb8383e633af278,574,بنا/ بناء,بنا/ بناء:,,Arabic → Sindhi,پيڙھھ، بنياد.,arabic,Arabic → Sindhi,بنا بناء,پيڙھھ بنياد,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_8a5a73424fc56b3f,575,بنات,بنات:,,Arabic → Sindhi,بنت جو جمع:ڇوڪريون ڌيئر.,arabic,Arabic → Sindhi,بنات,بنت جو جمع ڇوڪريون ڌيئر,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_27ffd2b159914b0b,576,بن/ ابن,بن/ ابن:,,Arabic → Sindhi,پٽ(ج)ابناءُ.,arabic,Arabic → Sindhi,بن ابن,پٽ ج ابناء,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_1d8353533cf6f89a,577,بني,بـني:,,Arabic → Sindhi,اولاد،پٽ،بنو آدم،بني ھاشم وغيره.,arabic,Arabic → Sindhi,بني,اولاد پٽ بنو آدم بني ھاشم وغيره,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_a60461b81c4a6dae,578,بني آدم,بني آدم:,,Arabic → Sindhi,آدم جو اولاد، انسان ذات.,arabic,Arabic → Sindhi,بني آدم,آدم جو اولاد انسان ذات,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_b7d934f55a5ff8d5,579,بو,بو:,,Arabic → Sindhi,(ابو جو مخفف)پيءُ جيئن بو علي، بو تراب.,arabic,Arabic → Sindhi,بو,ابو جو مخفف پيء جيئن بو علي بو تراب,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_926e6be7b274bea1,580,بوالعجب,بوالعجب:,,Arabic → Sindhi,حيرت جھڙو، عجيب.,arabic,Arabic → Sindhi,بوالعجب,حيرت جھڙو عجيب,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_d1253e0d82c165f4,581,بوالفضول,بوالفضول:,,Arabic → Sindhi,اجايو خرچ ڪندڙ،ھٿ ڦاڙ.,arabic,Arabic → Sindhi,بوالفضول,اجايو خرچ ڪندڙ ھٿ ڦاڙ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_204a31f3783465f1,582,بوالھوس,بوالھوس:,,Arabic → Sindhi,لالچي،حريص،ھوس پرست.,arabic,Arabic → Sindhi,بوالھوس,لالچي حريص ھوس پرست,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_771995068d95b878,583,بواسير,بواسير:,,Arabic → Sindhi,موڪا،موڪن جي بيماري.,arabic,Arabic → Sindhi,بواسير,موڪا موڪن جي بيماري,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_8318b2def6e72967,584,بول,بول:,,Arabic → Sindhi,پيشاب.,arabic,Arabic → Sindhi,بول,پيشاب,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_3d8b74b4251ce327,585,بھتان,بھتان:,,Arabic → Sindhi,الزام، تھمت.,arabic,Arabic → Sindhi,بھتان,الزام تھمت,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_1bf607d6b8113f50,586,بھيم,بھيم:,,Arabic → Sindhi,(’ج‘ بھائم) مرون حيوان.,arabic,Arabic → Sindhi,بھيم,ج بھائم مرون حيوان,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_6e14703cfe2d57ee,587,بھيمية,بَھيمية:,,Arabic → Sindhi,حيوانيت.,arabic,Arabic → Sindhi,بھيمية,حيوانيت,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_fc0ead895ae64f43,588,بياض,بياض:,,Arabic → Sindhi,خاص نڪتن يا مسئلن ۽ شعرن جو قلمي ڪتاب ڊائري.,arabic,Arabic → Sindhi,بياض,خاص نڪتن يا مسئلن شعرن جو قلمي ڪتاب ڊائري,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_9f0a775738a0e3e5,589,بيان,بيان:,,Arabic → Sindhi,ذڪر،احوال ڳالھھ جو اظھار، وضاحت.,arabic,Arabic → Sindhi,بيان,ذڪر احوال ڳالھھ جو اظھار وضاحت,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_2bedd39aa288a247,590,بيت,بيت:,,Arabic → Sindhi,(ج ابيات) شعر، ٻن مصراعن وارو(بَيت ’ج‘ بُيوت) گھر، جاءِ.,arabic,Arabic → Sindhi,بيت,ج ابيات شعر ٻن مصراعن وارو بيت ج بيوت گھر جاء,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_095d8d850fbb98f9,591,بيت لله,بيت لله:,,Arabic → Sindhi,للهجو گھر،مسجد ڪعبو.,arabic,Arabic → Sindhi,بيت لله,للهجو گھر مسجد ڪعبو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_c97f3c9649275179,592,بيت الحرام,بيت الحرام:,,Arabic → Sindhi,وڏي حرمت ۽ عزت وارو گھر، ڪعبو، خدا جو گھر.,arabic,Arabic → Sindhi,بيت الحرام,وڏي حرمت عزت وارو گھر ڪعبو خدا جو گھر,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_c67ced9333bb7efd,593,بيت الخلاء,بيت الخلاءِ:,,Arabic → Sindhi,خلوت جو گھر، ڪاڪوس.,arabic,Arabic → Sindhi,بيت الخلاء,خلوت جو گھر ڪاڪوس,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_8af9a783b1e911f3,594,بيت المال,بيت المال:,,Arabic → Sindhi,اسلامي حڪومت جو قومي خزانو.,arabic,Arabic → Sindhi,بيت المال,اسلامي حڪومت جو قومي خزانو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_250e20dc78c7581c,595,بيت المقدس,بيت المقدس:,,Arabic → Sindhi,القدس، پاڪائيءَ جو گھر، مسجد اقصيٰ.,arabic,Arabic → Sindhi,بيت المقدس,القدس پاڪائيء جو گھر مسجد اقصي,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_5b9c1ccee2ba685e,596,بيضة,بيضة:,,Arabic → Sindhi,آنو پکي يا جانور جو.,arabic,Arabic → Sindhi,بيضة,آنو پکي يا جانور جو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_8f93ee80012fb73e,597,بيع,بَيع:,,Arabic → Sindhi,وڪرو، فروخت.,arabic,Arabic → Sindhi,بيع,وڪرو فروخت,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_29e6463b9261ce61,598,بيعانو,بيعانو:,,Arabic → Sindhi,(بيع+ آنھ) سودي ۾ اڳواٽ ڏنل رقم، سوٿي بيانو.,arabic,Arabic → Sindhi,بيعانو,بيع آنھ سودي اڳواٽ ڏنل رقم سوٿي بيانو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_f2f6c6077b5b65e0,599,بيعت,بيعت:,,Arabic → Sindhi,تابعداري جو اقرار، اطاعت.,arabic,Arabic → Sindhi,بيعت,تابعداري جو اقرار اطاعت,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_b0dea5494ce600c4,600,بين الاقوامي,بين الاقوامي:,,Arabic → Sindhi,قومن جي وچ ۾.,arabic,Arabic → Sindhi,بين الاقوامي,قومن جي وچ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_9776f2d5af451e8c,601,تابع,تابع:,,Arabic → Sindhi,فرمانبردار،مطيع،معتقد پوئلڳ.,arabic,Arabic → Sindhi,تابع,فرمانبردار مطيع معتقد پوئلڳ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_8325792812f2e9ec,602,تابوت,تابوت:,,Arabic → Sindhi,تعزيھ، صندوق.,arabic,Arabic → Sindhi,تابوت,تعزيھ صندوق,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_f19255f73d99a1d3,603,تاثر,تاثر:,,Arabic → Sindhi,اثر (ج) تاثرات.,arabic,Arabic → Sindhi,تاثر,اثر ج تاثرات,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_0a0cc89045f8d4ae,604,تاثير,تاثير:,,Arabic → Sindhi,اثر، خاصيت ڪيميائي رد عمل.,arabic,Arabic → Sindhi,تاثير,اثر خاصيت ڪيميائي رد عمل,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_56db163df484b5c0,605,تاج,تاج:,,Arabic → Sindhi,ڇٽ، تاج.,arabic,Arabic → Sindhi,تاج,ڇٽ تاج,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_fbe6beb147556b94,606,تاجر,تاجر:,,Arabic → Sindhi,واپاري سوداگر.,arabic,Arabic → Sindhi,تاجر,واپاري سوداگر,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_19e32b0f72208896,607,تاخير,تاخير:,,Arabic → Sindhi,دير، اوير.,arabic,Arabic → Sindhi,تاخير,دير اوير,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_c78c00cbcd1490e9,608,تاديب,تاديب:,,Arabic → Sindhi,ادبي سکيا، اصلاح، سنوار,arabic,Arabic → Sindhi,تاديب,ادبي سکيا اصلاح سنوار,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_31ec78e4fe0dc5ea,609,تارڪ,تارڪ:,,Arabic → Sindhi,دنيا کي ترڪ ڪندڙ، لله لوڪ.,arabic,Arabic → Sindhi,تارڪ,دنيا کي ترڪ ڪندڙ لله لوڪ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_f171c968ef8e6129,610,تارڪ الدنيا,تارڪ الدنيا:,,Arabic → Sindhi,جنھن دنيوي معاملات کي ترڪ ڪري ڇڏيو ھجي.,arabic,Arabic → Sindhi,تارڪ الدنيا,جنھن دنيوي معاملات کي ترڪ ڪري ڇڏيو ھجي,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_cf047451c38514b2,611,تاريخ,تاريخ:,,Arabic → Sindhi,مھيني جو ھڪ ڏينھن، مقرر ڏينھن تٿ ماضيءَ جي گذريل واقعن بابت لکيل ڪتاب.,arabic,Arabic → Sindhi,تاريخ,مھيني جو ھڪ ڏينھن مقرر ڏينھن تٿ ماضيء جي گذريل واقعن بابت لکيل ڪتاب,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_e2a120a351066d51,612,تازي,تازي:,,Arabic → Sindhi,ھڪ قسم جو عربي گھوڙو ھڪ شڪاري ڪتو، تکو ڊوڙندڙ.,arabic,Arabic → Sindhi,تازي,ھڪ قسم جو عربي گھوڙو ھڪ شڪاري ڪتو تکو ڊوڙندڙ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_dac62cb3b053503b,613,تاسف,تاسف:,,Arabic → Sindhi,ڏک افسوس پڇتاء حسرت.,arabic,Arabic → Sindhi,تاسف,ڏک افسوس پڇتاء حسرت,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_b33d83b0f9073624,614,تاسيس,تاسيس:,,Arabic → Sindhi,بنياد رکڻ(اساس) تاڪيد، حڪم، فرمان ھدايت چتاءَ.,arabic,Arabic → Sindhi,تاسيس,بنياد رکڻ اساس تاڪيد حڪم فرمان ھدايت چتاء,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_fb8fe77ebb606e73,615,تاليف,تاليف:,,Arabic → Sindhi,جدا جدا ڪتابن مان انتخاب ڪري ڪتاب ٺاھڻ.,arabic,Arabic → Sindhi,تاليف,جدا جدا ڪتابن مان انتخاب ڪري ڪتاب ٺاھڻ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_39387518eded22c3,616,تاليف,تاليف:,,Arabic → Sindhi,الفت، محبت پيدا ڪرڻ.,arabic,Arabic → Sindhi,تاليف,الفت محبت پيدا ڪرڻ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_efa03367be08da25,617,تامل,تامل:,,Arabic → Sindhi,سوچ، ويچار، دير، ڍر.,arabic,Arabic → Sindhi,تامل,سوچ ويچار دير ڍر,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_a6c62d776cc36151,618,تانيث,تانيث:,noun,Arabic → Sindhi,گرامر ۾ مونث اسمن جي علامت.,arabic,Arabic → Sindhi,تانيث,گرامر مونث اسمن جي علامت,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_8c6d023515a27aab,619,تاويل,تاويل:,,Arabic → Sindhi,شرح سمجھاڻي.,arabic,Arabic → Sindhi,تاويل,شرح سمجھاڻي,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_aab217166bf7a4bb,620,تائب,تائب:,,Arabic → Sindhi,توبه،ڪندڙ،گناھن جي بخشش گھرندڙ.,arabic,Arabic → Sindhi,تائب,توبه ڪندڙ گناھن جي بخشش گھرندڙ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_9ec2759cc4a63750,621,تائيد,تائيد:,,Arabic → Sindhi,پٺڀرائي، حمايت، ٽيڪو.,arabic,Arabic → Sindhi,تائيد,پٺڀرائي حمايت ٽيڪو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_9e6f63a08d31c4fc,622,تبادلھ,تبادلھ:,,Arabic → Sindhi,بدل سدل،مٽاسٽا،ڏي وٺ بدلي.,arabic,Arabic → Sindhi,تبادلھ,بدل سدل مٽاسٽا ڏي وٺ بدلي,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_2bd36ab1ce34b96d,623,تبارڪ,تبارڪ:,,Arabic → Sindhi,برڪت وارو، بزرگ.,arabic,Arabic → Sindhi,تبارڪ,برڪت وارو بزرگ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_029efe6088f277b1,624,تبديل,تبديل:,,Arabic → Sindhi,صورت بدلائڻ،مٽاسٽا،ڦير گھير.,arabic,Arabic → Sindhi,تبديل,صورت بدلائڻ مٽاسٽا ڦير گھير,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_f7f6727f43884a81,625,تبرڪ,تبرڪ:,,Arabic → Sindhi,اھا شيءِ جنھن ۾ برڪت ھئڻ جو اعتقاد ھجي ،بزرگ کان مليل تحفو.,arabic,Arabic → Sindhi,تبرڪ,اھا شيء جنھن برڪت ھئڻ جو اعتقاد ھجي بزرگ کان مليل تحفو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_7d1cbe7fd417aaa7,626,تبرڪات,تبرڪات:,,Arabic → Sindhi,بزرگن جون نشانيون، درويشن کان تحفي طور مليل شيون.,arabic,Arabic → Sindhi,تبرڪات,بزرگن جون نشانيون درويشن کان تحفي طور مليل شيون,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_15aa595d3eaf67fa,627,تبر,تبر:,,Arabic → Sindhi,بيزاري، ملامت.,arabic,Arabic → Sindhi,تبر,بيزاري ملامت,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_bcc85e892e0c67d8,628,تبسم,تبسم:,,Arabic → Sindhi,چپن ۾ کلڻ،مرڪڻ،مرڪ، مشڪ.,arabic,Arabic → Sindhi,تبسم,چپن کلڻ مرڪڻ مرڪ مشڪ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_bdbc429b6a67506a,629,تبصرو,تبصرو:,,Arabic → Sindhi,ڪنھن مسئلي يا مضمون بابت خيال جو اظھار، ڏنل راءِ.,arabic,Arabic → Sindhi,تبصرو,ڪنھن مسئلي يا مضمون بابت خيال جو اظھار ڏنل راء,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_fb405c5a632f5fce,630,تبليغ,تبليغ:,,Arabic → Sindhi,چڱي ڳالھھ ٻين تائين پھچائڻ، ديني نيڪين جي پذيرائي، شريعت جي تلقين.,arabic,Arabic → Sindhi,تبليغ,چڱي ڳالھھ ٻين تائين پھچائڻ ديني نيڪين جي پذيرائي شريعت جي تلقين,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_01033abb17ffc273,631,تتبع,تتبع:,,Arabic → Sindhi,پيروي تقليد، ڪنھن شاعر جي غزل يا نظم مطابق شعر چوڻ.,arabic,Arabic → Sindhi,تتبع,پيروي تقليد ڪنھن شاعر جي غزل يا نظم مطابق شعر چوڻ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_dc9139528f52719a,632,تتمة,تتمة:,,Arabic → Sindhi,خاتمو، ڪتاب جي پڇاڙيءَ ۾ ضميمي طور وڌايل حصو.,arabic,Arabic → Sindhi,تتمة,خاتمو ڪتاب جي پڇاڙيء ضميمي طور وڌايل حصو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_889e9bfa6e8c9f2b,633,تثليث,تثليث:,,Arabic → Sindhi,ٽن خدائن کي مڃڻ عيسائي: خدا، حضرت عيسيٰ، جبريل. ھندو : برھما، شـِو، وشنو.,arabic,Arabic → Sindhi,تثليث,ٽن خدائن کي مڃڻ عيسائي خدا حضرت عيسي جبريل ھندو برھما شـو وشنو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_6e85976af4c39257,634,تجار,تجار:,,Arabic → Sindhi,وڏو واپاري (حقيقت ۾ تاجر جو جمع).,arabic,Arabic → Sindhi,تجار,وڏو واپاري حقيقت تاجر جو جمع,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_61e98966bb94e4f6,635,تجارت,تجارت:,,Arabic → Sindhi,واپار، خريد و فروخت.,arabic,Arabic → Sindhi,تجارت,واپار خريد و فروخت,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_463975244c2e9e45,636,تجاوز,تجاوز:,,Arabic → Sindhi,حد کان زياده واڌ، واڌارو.,arabic,Arabic → Sindhi,تجاوز,حد کان زياده واڌ واڌارو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_e5a3c60ccd5d21e4,637,تجاھل,تجاھل:,,Arabic → Sindhi,ڄاڻي واڻي اڻڄاڻائي دانستھ بي خبري اغماز، پاڻ کي بي خبر ظاھر ڪرڻ.,arabic,Arabic → Sindhi,تجاھل,ڄاڻي واڻي اڻڄاڻائي دانستھ بي خبري اغماز پاڻ کي بي خبر ظاھر ڪرڻ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_05b94a23de0c858c,638,تجاھل عارفانھ,تجاھل عارفانھ:,,Arabic → Sindhi,علم بديع جو اصطلاح اڻڄاڻ بنجڻ.,arabic,Arabic → Sindhi,تجاھل عارفانھ,علم بديع جو اصطلاح اڻڄاڻ بنجڻ,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_c259efc7f25d617e,639,تجديد,تجديد:,,Arabic → Sindhi,ڪنھن ڪم، نطام يا تحريڪ کي وري اڀارن.,arabic,Arabic → Sindhi,تجديد,ڪنھن ڪم نطام يا تحريڪ کي وري اڀارن,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
slx_b84dcb8358aac40b,640,تجربو,تجربو:,,Arabic → Sindhi,پرک آزمودو.,arabic,Arabic → Sindhi,تجربو,پرک آزمودو,,SindhiLanguage.org,https://sindhilanguage.org/,Amar Fayaz Buriro (امر فياض ٻرڙو)
